X,Y,objectid,shape_leng,shape_area,zone,locationid,borough
-74.0023603272126,40.7084904955307,209,0.03069531135,3.887034E-05,Seaport,209,Manhattan
-73.8152012048533,40.7443756581377,192,0.11196461971,0.00037380802,Queensboro Hill,192,Queens
-73.9402858480123,40.7617243526225,193,0.06552995848,0.00014559166,Queensbridge/Ravenswood,193,Queens
-73.8640135718261,40.7236525157828,196,0.08324211063,0.00019747133,Rego Park,196,Queens
-73.9443429239078,40.593775393624,210,0.11485198337,0.00045315513,Sheepshead Bay,210,Brooklyn
-73.9210244040301,40.7914369437397,194,0.08179383535,0.0002734817,Randalls Island,194,Manhattan
-73.829030845011,40.6929730806537,197,0.10856853223,0.00050468916,Richmond Hill,197,Queens
-74.0013744160533,40.7238993511486,211,0.02523450821,3.97292E-05,SoHo,211,Manhattan
-74.009552881762,40.6754638827279,195,0.13130824407,0.00080165195,Red Hook,195,Brooklyn
-73.7367182156851,40.6594787353054,203,0.18993781587,0.00061512986,Rosedale,203,Queens
-73.9019833342855,40.7045300149761,198,0.13409424276,0.00049980988,Ridgewood,198,Queens
-73.8835343798404,40.7920372913687,199,0.07780850052,0.00028874755,Rikers Island,199,Bronx
-73.9064634406008,40.8998515278275,200,0.11266173543,0.00074464317,Riverdale/North Riverdale/Fieldston,200,Bronx
-73.8248869576172,40.8246657618095,208,0.21472100958,0.00202032599,Schuylerville/Edgewater Park,208,Bronx
-73.8472806205454,40.5774498656185,201,0.13040411769,0.00061935075,Rockaway Park,201,Queens
-73.9504103570167,40.7611678256594,202,0.06992157126,0.0001061754,Roosevelt Island,202,Manhattan
-74.2069694271455,40.5407424347672,204,0.10191241831,0.00064138427,Rossville/Woodrow,204,Staten Island
-73.7625885037134,40.6922161447271,205,0.14195338833,0.00076621651,Saint Albans,205,Queens
-74.123164043681,40.6359777069774,206,0.21275679339,0.00094439251,Saint George/New Brighton,206,Staten Island
-73.8993238958026,40.7635076244234,207,0.02837568315,4.472308E-05,Saint Michaels Cemetery/Woodside,207,Queens
-73.8699050087532,40.8282923252089,212,0.06712906534,0.00016127619,Soundview/Bruckner,212,Bronx
-73.8607609203765,40.8164678567266,213,0.15995878382,0.00090407791,Soundview/Castle Hill,213,Bronx
-73.7903944038957,40.6941666338562,215,0.10355645363,0.00039564702,South Jamaica,215,Queens
-73.8205130509202,40.6770702279071,216,0.11679755468,0.00081607665,South Ozone Park,216,Queens
-74.0858854506051,40.5866175348348,214,0.13530031425,0.00081197652,South Beach/Dongan Hills,214,Staten Island
-73.7721171465931,40.6733022093616,218,0.0837008281,0.00028129374,Springfield Gardens North,218,Queens
-73.7610084666885,40.6602561289957,219,0.15512666967,0.00042817634,Springfield Gardens South,219,Queens
-73.9778427280586,40.7317274926297,224,0.04402044628,9.84787E-05,Stuy Town/Peter Cooper Village,224,Manhattan
-73.9118816012648,40.8818912035641,220,0.10601594327,0.00031303574,Spuyten Duyvil/Kingsbridge,220,Bronx
-73.9314497382925,40.6887849638936,225,0.08879920733,0.0003108354,Stuyvesant Heights,225,Brooklyn
-73.9293143373347,40.7352650865963,226,0.16895776204,0.00076194415,Sunnyside,226,Queens
-74.081328320532,40.6202320864678,221,0.16621822085,0.00089011157,Stapleton,221,Staten Island
-73.8820613195338,40.6466898483827,222,0.0483893528,0.00013026834,Starrett City,222,Brooklyn
-73.9066566437686,40.7782052899923,223,0.16602192528,0.0007643607,Steinway,223,Queens
-74.0067950395555,40.6415969435737,227,0.08283015708,0.00026831653,Sunset Park East,227,Brooklyn
-74.0099609499859,40.6536174799805,228,0.17768517771,0.00099341478,Sunset Park West,228,Brooklyn
-73.9651742350916,40.7565891857642,229,0.04252529001,9.470582E-05,Sutton Place/Turtle Bay North,229,Manhattan
-73.9841761616924,40.759844680615,230,0.03102830968,5.609145E-05,Times Sq/Theatre District,230,Manhattan
-74.0067116809378,40.7186966451636,231,0.06342011656,0.00016692975,TriBeCa/Civic Center,231,Manhattan
-73.9823074905582,40.715384282459,232,0.06147090853,0.00021604997,Two Bridges/Seward Park,232,Manhattan
-73.9712545487464,40.7491736906864,233,0.04803591829,0.00011618809,UN/Turtle Bay South,233,Manhattan
-73.9904776187252,40.7403133927983,234,0.0360721995,7.310544E-05,Union Sq,234,Manhattan
-73.9149679803186,40.853502634607,235,0.07616684265,0.00021284455,University Heights/Morris Heights,235,Bronx
-73.9569723832581,40.7804913899719,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan
-73.965691490148,40.768541811641,237,0.04221260034,9.598732E-05,Upper East Side South,237,Manhattan
-73.9728144762973,40.7917659510338,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan
-73.9782732965246,40.7841070785347,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan
-73.8790652607428,40.8947277038797,240,0.14606976438,0.00072213092,Van Cortlandt Park,240,Bronx
-73.896450187447,40.8759755522877,241,0.06876457776,0.00025467698,Van Cortlandt Village,241,Bronx
-73.8398742943953,40.8496126394353,242,0.13813644643,0.00036007245,Van Nest/Morris Park,242,Bronx
-74.1031782317756,40.6284658229847,245,0.09598305966,0.00046617541,West Brighton,245,Staten Island
-73.9328247077291,40.8586701016187,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan
-73.8414719488218,40.7600915886416,253,0.03605149982,7.833958E-05,Willets Point,253,Queens
-73.9416678789049,40.841218844586,244,0.08056860446,0.00035970275,Washington Heights South,244,Manhattan
-73.9772393557782,40.6536644678262,257,0.05866902598,0.00013890947,Windsor Terrace,257,Brooklyn
-74.0045122067897,40.7524377637386,246,0.06946719374,0.00028129833,West Chelsea/Hudson Yards,246,Manhattan
-73.8566459277859,40.690139569402,258,0.08901337877,0.00036620962,Woodhaven,258,Queens
-73.9251326473159,40.8291458371985,247,0.09296785823,0.00020561716,West Concourse,247,Bronx
-73.8710115823434,40.8346875369308,248,0.05691911677,0.00014959277,West Farms/Bronx River,248,Bronx
-74.0024969143887,40.7346112822791,249,0.03638434365,7.22156E-05,West Village,249,Manhattan
-73.9512093505608,40.7784939646924,263,0.0370166253,6.576977E-05,Yorkville West,263,Manhattan
-73.8495809413017,40.8326124819973,250,0.07962634655,0.00024097585,Westchester Village/Unionport,250,Bronx
-74.1232324865129,40.619622206333,251,0.1377111611,0.00062575498,Westerleigh,251,Staten Island
-73.8154024465701,40.7883289434323,252,0.15800437356,0.00102526406,Whitestone,252,Queens
-73.8582749478814,40.883212276466,254,0.08588637549,0.00036004022,Williamsbridge/Olinville,254,Bronx
-73.9571340059295,40.7188382400973,255,0.06238419977,0.00017230918,Williamsburg (North Side),255,Brooklyn
-73.9591084943837,40.7109802819405,256,0.06791496696,0.0001686111,Williamsburg (South Side),256,Brooklyn
-73.8563997211766,40.8990800823679,259,0.12675030519,0.00039455249,Woodlawn/Wakefield,259,Bronx
-73.9037149992412,40.7467908284138,260,0.13351415464,0.00042234533,Woodside,260,Queens
-74.0129195637957,40.7089752027538,261,0.02712045636,3.434232E-05,World Trade Center,261,Manhattan
-73.9458299213996,40.7765365407327,262,0.04906362315,0.00012233027,Yorkville East,262,Manhattan
